Metabolite	Formula	Labeling	Ion Type	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S10141	S10142	S10143	S10144	S10145	S10146	S10147	S10148	S10149	S10150	S10151	S10152	S10153	S10154	S10155	S10156	S10157	S10158	S10159	S10160	S10161	S10162	SQ564_Blank_0	SQ564_Blank_1	SQ564_Blank_2	SQ564_Blank_3	SQ564_Blank_4	SQ564_Blank_5	SQ564_Blank_6	SQ564_Blank_7	SQ564_LQC_0	SQ564_LQC_1	SQ564_LQC_2	SQ564_LQC_3
"PC 40:6; [M-Ac-H]-; GPCho(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C48H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	9.3	10.3	10.0	1.0	910.6677	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC 28:1; [M-Ac-H]-; GPCho(14:0/14:1(9Z))-13C,13C-0,18	C36H70NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.5	13.5	10.0	1.0	752.5581	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SM 33:1; [M]+; SM(d15:0/18:1(9Z))-13C,13C-0,18	C38H78N2O6P-13C,13C-0,18	"13C[0],13C[18]"	[M]+	13.7	14.7	10.0	1.0	707.6196	707.6258	8.8	S10159	Yes	13.78	13.73	14.61	0.88	14	0	0	0	0	0	0	0	0	0	0	0	0	0	23477	21918	0	0	0	28486	0	0	0	5097	3399	3902	5221	7350	5391	3666	5322	4749	5822	0	8721
TG 53:5; [M+NH4]+; TG(17:1/18:2/18:2)-13C,13C-0,18	C56H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.7	14.7	10.0	1.0	902.8306	902.8340	3.8	S10142	Yes	14.41	14.41	14.41	0.00	1	0	7733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 50:0; [M+NH4]+; TG(16:0/16:0/18:0)-13C,13C-0,18	C53H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.7	14.7	10.0	1.0	870.8619	870.8566	-6.0	SQ564_Blank_4	Yes	14.59	13.97	14.59	0.62	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4159	0	4504	4388	0	0	0	0	0	0
CE(18:1); [M+NH4]+; 18:1 Cholesteryl ester-13C,13C-0,18	C45H78O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.9	14.9	10.0	1.0	686.6944	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 36:3; [M-Ac-H]-; GPCho(16:0/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C44H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	13.9	14.9	10.0	1.0	860.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:3; [M-Ac-H]-; GPCho(18:0/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C46H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	14.2	15.2	10.0	1.0	888.6833	888.6890	6.4	S10152	Yes	14.43	14.39	15.15	0.75	14	0	4856	0	0	0	0	0	0	5281	4292	0	11296	7074	8891	3650	7584	11148	7694	4746	8838	5513	6584	0	0	0	0	0	0	0	0	0	0	0	0
TG 48:2; [M+NH4]+; TG(16:0/16:1/16:1)-13C,13C-0,18	C51H94O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.7	17.7	10.0	1.0	838.7993	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 37:4; [M-Ac-H]-; GPCho(17:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C45H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	17.0	18.0	10.0	1.0	872.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 60:11; [M+NH4]+; TG(18:2/20:4/22:5)-13C,13C-0,18	C63H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.0	18.0	10.0	1.0	988.8462	988.8435	-2.7	S10148	Yes	17.50	17.48	17.99	0.50	9	0	0	0	0	0	11929	34688	37121	0	0	0	9301	6780	0	0	0	10231	19065	0	0	0	0	0	4915	0	0	0	0	5078	0	0	0	0	0
"plasmenyl-PE 38:6; [M-H]-; PE(P-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C43H74NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M-H]-	17.4	18.4	10.0	1.0	764.5734	764.5795	8.0	S10144	Yes	18.00	17.43	18.37	0.94	34	5722	6513	6677	9378	7591	5486	5296	6950	5902	8743	6137	8972	6005	6437	5863	7896	6945	6965	6506	5525	7109	6339	4558	5619	5432	5366	7259	6106	7148	6103	6950	4729	5574	7992
"PC 36:4; [M+HCOO]-; GPCho(16:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C44H80NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	17.5	18.5	10.0	1.0	844.6207	844.6224	2.0	SQ564_Blank_4	Yes	17.72	17.53	18.12	0.59	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4600	0	0	4587	0	0	0	0	4764	0	3576	5375	0	0	0	3638	0	0	0
TG 54:4; [M+NH4]+; TG(16:0/18:0/20:4)-13C,13C-0,18	C57H102O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.6	18.6	10.0	1.0	918.8619	918.8619	0.1	S10152	Yes	18.14	18.14	18.22	0.08	12	0	0	205190	91043	436871	0	279198	437502	0	0	0	1264678	554504	96556	74268	59059	0	85261	34713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 60:13; [M+NH4]+; TG(18:2/20:5/22:6)-13C,13C-0,18	C63H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.7	18.7	10.0	1.0	984.8149	984.8055	-9.5	S10160	Yes	18.29	18.22	18.35	0.13	22	160301	122435	82770	56564	61509	102804	56820	94217	49245	50933	46274	117796	101065	273449	242439	161696	142263	118913	163508	566120	326539	262342	0	0	0	0	0	0	0	0	0	0	0	0
"PE 38:3; [M+Na]+; GPEtn(16:1(7Z)/22:2(13Z,16Z))"-13C,13C-0,18	C43H80NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	1.9	2.9	10.0	1.0	810.6118	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 36:1; [M+NH4]+; DG(18:0/18:1/0:0)-13C,13C-0,18	C39H74O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.0	3.0	10.0	1.0	658.6478	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PE 36:2; [M+Na]+; GPEtn(18:1(11E)/18:1(11E))-13C,13C-0,18	C41H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	2.4	3.4	10.0	1.0	784.5961	784.5942	-2.4	SQ564_Blank_0	Yes	3.21	3.21	3.21	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3025	0	0	0	0	0	0	0	0	0	0	0
TG 52:6; [M+NH4]+; TG(16:1/18:2/18:3)-13C,13C-0,18	C55H94O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	3.0	4.0	10.0	1.0	886.7993	886.7928	-7.3	S10161	Yes	3.30	3.17	3.30	0.14	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2337	0	4290	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:5; [M+NH4]+; TG(18:0/18:1/20:4)-13C,13C-0,18	C59H104O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	3.2	4.2	10.0	1.0	944.8775	944.8775	-0.0	SQ564_Blank_3	Yes	4.09	3.23	4.09	0.86	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2522	2851	0	0	0	2276	0	0	0	0
"PC 40:4; [M-Ac-H]-; GPCho(20:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C48H88NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	9.6	10.6	10.0	1.0	914.6990	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 34:3; [M-Ac-H]-; GPCho(16:0/18:3(6Z,9Z,12Z))"-13C,13C-0,18	C42H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	10.2	11.2	10.0	1.0	832.6207	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PE 34:2; [M+Na]+; GPEtn(17:1(9Z)/17:1(9Z))-13C,13C-0,18	C39H74NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	10.9	11.9	10.0	1.0	756.5648	756.5692	5.8	S10154	Yes	11.75	11.39	11.75	0.35	3	0	0	0	0	0	0	0	0	0	15675	0	0	0	15971	0	0	0	0	0	14528	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE(20:4); [M+NH4]+; 20:4 Cholesteryl ester-13C,13C-0,18	C47H76O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	10.9	11.9	10.0	1.0	708.6787	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PE 38:5; [M+Na]+; GPEtn(18:0/20:5(5Z,8Z,11Z,14Z,17Z))"-13C,13C-0,18	C43H76NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	12.1	13.1	10.0	1.0	806.5805	806.5834	3.6	S10141	Yes	12.29	12.29	12.53	0.24	2	86273	0	0	0	4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 62:13; [M+NH4]+; TG(18:2/22:5/22:6)-13C,13C-0,18	C65H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.3	13.3	10.0	1.0	1012.8462	1012.8459	-0.3	SQ564_Blank_5	Yes	12.58	12.58	12.58	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2932	0	0	0	0	0	0
DG 38:4; [M+NH4]+; DG(18:1/20:3/0:0)-13C,13C-0,18	C41H72O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.6	13.6	10.0	1.0	680.6322	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 39:4; [M+Na]+; GPCho(19:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C47H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	13.1	14.1	10.0	1.0	864.6587	864.6502	-9.8	S10150	Yes	13.63	13.63	13.79	0.15	2	0	0	0	0	0	0	0	0	0	4850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3992
TG 60:11; [M+NH4]+; TG(18:1/20:4/22:6)-13C,13C-0,18	C63H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.3	14.3	10.0	1.0	988.8462	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:2; [M-Ac-H]-; GPCho(18:0/20:2(11Z,14Z))"-13C,13C-0,18	C46H88NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	13.5	14.5	10.0	1.0	890.6990	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:2; [M+NH4]+; TG(18:0/18:1/20:1)-13C,13C-0,18	C59H110O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.5	14.5	10.0	1.0	950.9245	950.9221	-2.5	SQ564_LQC_3	Yes	13.70	13.70	13.70	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3957
TG 48:1; [M+NH4]+; TG(14:0/16:0/18:1)-13C,13C-0,18	C51H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.8	14.8	10.0	1.0	840.8149	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 58:9; [M+NH4]+; TG(18:2/18:2/22:5)-13C,13C-0,18	C61H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.9	14.9	10.0	1.0	964.8462	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PC 36:1; [M-Ac-H]-; GPCho(18:0/18:1(11E))-13C,13C-0,18	C44H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	13.9	14.9	10.0	1.0	864.6833	864.6830	-0.4	S10161	Yes	14.76	14.75	14.78	0.03	6	0	0	0	0	0	0	0	0	0	0	0	0	10563	11977	0	0	7700	16464	0	15518	24264	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:5; [M+NH4]+; TG(18:2/18:2/20:1)-13C,13C-0,18	C59H104O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	14.9	15.9	10.0	1.0	944.8775	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE(18:2); [M+NH4]+; 18:2 Cholesteryl ester-13C,13C-0,18	C45H76O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	16.8	17.8	10.0	1.0	684.6787	684.6772	-2.3	S10146	Yes	17.45	16.84	17.45	0.60	2	0	0	0	0	3103	11547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:4; [M+HCOO]-; GPCho(18:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C46H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+HCOO]-	17.0	18.0	10.0	1.0	872.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:4; [M-Ac-H]-; GPCho(18:1(11E)/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C46H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	17.2	18.2	10.0	1.0	886.6677	886.6674	-0.3	SQ564_Blank_3	Yes	17.49	17.49	17.49	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3913	0	0	0	0	0	0	0	0
"PC 38:5; [M-Ac-H]-; GPCho(16:0/22:5(4Z,7Z,10Z,13Z,16Z))"-13C,13C-0,18	C46H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	17.2	18.2	10.0	1.0	884.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 56:9; [M+NH4]+; TG(16:0/18:3/22:6)-13C,13C-0,18	C59H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.2	18.2	10.0	1.0	936.8149	936.8138	-1.2	S10148	Yes	17.60	17.27	18.21	0.94	12	0	0	7349	0	0	0	26750	31415	0	0	7424	23017	10443	0	25568	0	0	5248	0	0	20347	0	3805	0	4243	0	0	0	0	0	4305	0	0	0
"plasmenyl-PE 38:4; [M+H]+; PE(P-18:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C43H78NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	17.4	18.4	10.0	1.0	770.6193	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CE(20:5); [M+NH4]+; 20:5 Cholesteryl ester-13C,13C-0,18	C47H74O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.6	18.6	10.0	1.0	706.6631	706.6689	8.2	S10154	Yes	17.61	17.61	17.81	0.20	3	0	0	0	0	0	0	0	0	0	0	0	5366	0	23814	0	0	0	0	0	0	0	6916	0	0	0	0	0	0	0	0	0	0	0	0
CE(22:6); [M+NH4]+; 22:6 Cholesteryl ester-13C,13C-0,18	C49H76O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.6	18.6	10.0	1.0	732.6787	732.6829	5.7	S10162	Yes	17.65	17.65	18.60	0.95	8	0	0	0	0	0	0	0	0	0	0	0	0	4185	5510	0	0	0	0	0	0	0	9552	3729	0	0	0	0	3555	3911	4354	0	0	4395	0
CE(18:3); [M+NH4]+; 18:3 Cholesteryl ester-13C,13C-0,18	C45H74O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	17.6	18.6	10.0	1.0	682.6631	682.6690	8.7	S10146	Yes	18.05	17.94	18.52	0.58	24	9813	0	0	9611	11207	19960	17139	8091	8272	0	8065	6987	6795	0	0	7134	9956	0	8670	14165	0	14730	9635	5083	0	6125	5733	5497	4188	5483	0	6019	5474	0
CE(20:3); [M+NH4]+; 20:3 Cholesteryl ester-13C,13C-0,18	C47H78O2-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.7	2.7	10.0	1.0	710.6944	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 58:9; [M+NH4]+; TG(18:1/18:2/22:6)-13C,13C-0,18	C61H100O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	1.7	2.7	10.0	1.0	964.8462	964.8445	-1.8	SQ564_Blank_7	Yes	2.65	1.73	2.65	0.92	8	0	3220	0	0	0	0	0	0	0	3205	0	0	0	0	3161	0	2761	0	0	0	0	0	2889	0	2456	0	0	0	0	3368	0	0	2749	0
"PE 36:4; [M+Na]+; GPEtn(18:2(2E,4E)/18:2(2E,4E))"-13C,13C-0,18	C41H74NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+Na]+	1.8	2.8	10.0	1.0	780.5648	780.5634	-1.8	S10157	Yes	2.35	2.35	2.35	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 34:3; [M-Ac-H]-; GPCho(16:1(7Z)/18:2(2E,4E))"-13C,13C-0,18	C42H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	2.4	3.4	10.0	1.0	832.6207	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 54:6; [M+NH4]+; TG(16:0/18:2/20:4)-13C,13C-0,18	C57H98O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	2.4	3.4	10.0	1.0	914.8306	914.8221	-9.2	S10156	Yes	3.23	2.56	3.23	0.68	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3246	0	0	0	0	0	0	2314	0	0	0	0	0	0	0	0	0	2484	0
"PC 36:3; [M-Ac-H]-; GPCho(18:1(11E)/18:2(2E,4E))"-13C,13C-0,18	C44H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	2.7	3.7	10.0	1.0	860.6520	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 36:4; [M+NH4]+; DG(16:0/20:4/0:0)-13C,13C-0,18	C39H68O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	3.2	4.2	10.0	1.0	652.6009	652.5966	-6.6	S10148	Yes	3.25	3.25	3.25	0.00	1	0	0	0	0	0	0	0	2455	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:3; [M-Ac-H]-; GPCho(18:2(2E,4E)/20:1(11E))"-13C,13C-0,18	C46H86NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	4.3	5.3	10.0	1.0	888.6833	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 32:1; [M+NH4]+; DG(16:0/16:1/0:0)-13C,13C-0,18	C35H66O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	11.0	12.0	10.0	1.0	602.5852	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 36:2; [M-Ac-H]-; GPCho(18:0/18:2(2E,4E))"-13C,13C-0,18	C44H84NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	11.0	12.0	10.0	1.0	862.6677	862.6658	-2.2	S10156	Yes	11.74	11.74	11.90	0.16	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3055	0	0	0	0	2853	0	0	0	0	0	0	0	0	0	0	0	0	0
DG 38:4; [M+NH4]+; DG(18:0/20:4/0:0)-13C,13C-0,18	C41H72O5-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.2	13.2	10.0	1.0	680.6322	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 34:2; [M-Ac-H]-; GPCho(16:0/18:2(2E,4E))"-13C,13C-0,18	C42H80NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.3	13.3	10.0	1.0	834.6364	834.6379	1.8	S10158	Yes	12.44	12.43	12.77	0.33	7	0	0	0	0	0	0	0	0	0	0	0	5121	10885	8308	6203	10123	0	12163	5807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:7; [M-Ac-H]-; GPCho(16:1(7Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"-13C,13C-0,18	C46H78NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	12.4	13.4	10.0	1.0	880.6207	0.0000	0.0		Yes	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 48:1; [M+NH4]+; TG(16:0/16:0/16:1)-13C,13C-0,18	C51H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.6	13.6	10.0	1.0	840.8149	840.8184	4.2	SQ564_LQC_0	Yes	13.28	13.06	13.35	0.28	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2570	0	2787	0	3016	0	0	2513
"plasmenyl-PE 36:4; [M+H]+; PE(P-16:0/20:4(5E,8E,11E,14E))"-13C,13C-0,18	C41H74NO7P-13C,13C-0,18	"13C[0],13C[18]"	[M+H]+	12.9	13.9	10.0	1.0	742.5880	742.5909	4.0	S10141	Yes	13.03	13.03	13.71	0.69	6	16530	0	0	9325	0	9626	0	11430	12705	8025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TG 54:8; [M+NH4]+; TG(18:2/18:3/18:3)-13C,13C-0,18	C57H94O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	12.9	13.9	10.0	1.0	910.7993	910.7961	-3.5	SQ564_Blank_3	Yes	13.71	13.18	13.71	0.53	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3849	2876	0	5356	0	0	0	0	0	0	0	0
TG 54:7; [M+NH4]+; TG(16:0/18:2/20:5)-13C,13C-0,18	C57H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.5	14.5	10.0	1.0	912.8149	912.8074	-8.2	S10150	Yes	13.85	13.85	13.85	0.00	1	0	0	0	0	0	0	0	0	0	7365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"PC 38:5; [M-Ac-H]-; GPCho(18:2(2E,4E)/20:3(5Z,8Z,11Z))"-13C,13C-0,18	C46H82NO8P-13C,13C-0,18	"13C[0],13C[18]"	[M+C2H4O2-H]-	13.5	14.5	10.0	1.0	884.6520	884.6555	3.9	SQ564_Blank_0	Yes	13.70	13.70	13.70	0.00	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2889	0	0	0	0	0	0	0	0	0	0	0
TG 54:7; [M+NH4]+; TG(18:2/18:2/18:3)-13C,13C-0,18	C57H96O6-13C,13C-0,18	"13C[0],13C[18]"	[M+NH4]+	13.5	14.5	10.0	1.0	912.8149	912.8074	-8.2	S10150	Yes	13.85	13.85	13.85	0.00	1	0	0	0	0	0	0	0	0	0	7365	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
