Metabolite	Formula	Polarity (z)	Labeling	Ion Mode	RT Start (min)	RT End (min)	m/z Tolerance (ppm)	RT Tolerance (min)	mz	obs_mz	ppm	winner	is_global_winner	RT	RT_min	RT_max	RT_range	detections	S04426	S04427	S04428	S04429	S04430	S04431	S04432	S04433	S04434	S04435	SQ319_B_0	SQ319_B_1	SQ319_B_2	SQ319_B_3	SQ319_B_4	SQ319_B_5
Aminoadipic acid-13C-0	C6H11NO4-13C-0	-	13C	ESI	5.9	7.9	10.0	0.2	160.0615	160.0619	2.3	S04426	No	6.24	6.03	6.48	0.45	16	583069	421091	458982	437938	544189	432126	418385	229889	275603	429763	356618	282521	496020	460152	331585	275131
Aminoadipic acid-13C-1	C6H11NO4-13C-1	-	13C	ESI	5.9	7.9	10.0	0.2	161.0649	161.0656	4.4	S04428	No	6.29	6.03	6.41	0.39	12	14391	17435	50071	14225	29959	13899	0	10480	0	25798	0	30584	14790	19191	0	13294
Aminoadipic acid-13C-2	C6H11NO4-13C-2	-	13C	ESI	5.9	7.9	10.0	0.2	162.0682	162.0666	-10.1	SQ319_B_1	Yes	6.28	6.12	6.48	0.37	6	0	0	0	0	0	28154	0	472986	458824	0	643891	725358	0	0	0	470401
Aminoadipic acid-13C-3	C6H11NO4-13C-3	-	13C	ESI	5.9	7.9	10.0	0.2	163.0716	163.0702	-8.6	SQ319_B_3	No	6.26	6.26	6.29	0.03	2	0	0	11335	0	0	0	0	0	0	0	0	0	0	22084	0	0
Aminoadipic acid-13C-4	C6H11NO4-13C-4	-	13C	ESI	5.9	7.9	10.0	0.2	164.0750	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aminoadipic acid-13C-5	C6H11NO4-13C-5	-	13C	ESI	5.9	7.9	10.0	0.2	165.0783	165.0772	-6.7	S04427	No	6.29	6.03	6.48	0.45	16	331240	363352	253003	295649	237979	323233	295515	236539	259791	257815	320777	326464	241137	320177	313950	313480
Aminoadipic acid-13C-6	C6H11NO4-13C-6	-	13C	ESI	5.9	7.9	10.0	0.2	166.0817	166.0808	-5.2	SQ319_B_2	No	6.11	6.03	6.48	0.45	6	16040	0	19378	0	17724	0	0	0	14722	0	0	0	26067	0	0	11953
L-Cystine-13C-0	C6H12N2O4S2-13C-0	-	13C	ESI	11.7	13.7	10.0	0.2	239.0166	239.0150	-6.6	S04435	Yes	12.84	12.78	12.95	0.17	12	41453	57101	30529	23688	19756	24812	39839	67331	35217	81590	0	0	7605	0	4238	0
L-Cystine-13C-1	C6H12N2O4S2-13C-1	-	13C	ESI	11.7	13.7	10.0	0.2	240.0199	240.0202	1.1	S04427	No	12.91	12.61	12.98	0.37	7	0	4738	0	0	0	0	0	0	0	2575	4551	4631	0	4222	3776	3952
L-Cystine-13C-2	C6H12N2O4S2-13C-2	-	13C	ESI	11.7	13.7	10.0	0.2	241.0233	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystine-13C-3	C6H12N2O4S2-13C-3	-	13C	ESI	11.7	13.7	10.0	0.2	242.0266	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystine-13C-4	C6H12N2O4S2-13C-4	-	13C	ESI	11.7	13.7	10.0	0.2	243.0300	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystine-13C-5	C6H12N2O4S2-13C-5	-	13C	ESI	11.7	13.7	10.0	0.2	244.0333	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Cystine-13C-6	C6H12N2O4S2-13C-6	-	13C	ESI	11.7	13.7	10.0	0.2	245.0367	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Glucose-13C-0	C6H12O6-13C-0	-	13C	ESI	9.0	11.0	10.0	0.2	179.0561	179.0549	-6.8	S04432	No	10.78	10.61	10.92	0.30	16	24809	57855	45965	31217	48155	60357	253111	37324	30167	76905	74370	67855	66857	69418	60141	62953
D-Glucose-13C-1	C6H12O6-13C-1	-	13C	ESI	9.0	11.0	10.0	0.2	180.0595	180.0589	-3.1	S04432	No	10.78	10.64	10.78	0.14	2	0	0	0	0	0	0	11910	0	0	0	0	0	0	0	4331	0
D-Glucose-13C-2	C6H12O6-13C-2	-	13C	ESI	9.0	11.0	10.0	0.2	181.0628	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Glucose-13C-3	C6H12O6-13C-3	-	13C	ESI	9.0	11.0	10.0	0.2	182.0662	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
D-Glucose-13C-4	C6H12O6-13C-4	-	13C	ESI	9.0	11.0	10.0	0.2	183.0695	183.0690	-2.9	S04429	No	10.68	10.68	10.68	0.00	1	0	0	0	4170	0	0	0	0	0	0	0	0	0	0	0	0
D-Glucose-13C-5	C6H12O6-13C-5	-	13C	ESI	9.0	11.0	10.0	0.2	184.0729	184.0719	-5.4	S04435	No	10.72	10.68	10.78	0.10	10	61940	72789	46885	62647	0	66762	55559	52507	67821	104154	0	0	0	7285	0	0
D-Glucose-13C-6	C6H12O6-13C-6	-	13C	ESI	9.0	11.0	10.0	0.2	185.0762	185.0750	-6.7	S04435	Yes	10.72	10.68	10.78	0.10	10	4139557	3659944	2546058	2224341	3412734	3421584	3905782	3555774	4678886	5548554	0	0	0	0	0	0
Citrulline-13C-0	C6H13N3O3-13C-0	+	13C	ESI	10.9	12.9	10.0	0.2	176.1030	176.1024	-3.2	S04433	Yes	12.23	12.16	12.25	0.09	16	742900	375940	107950	494518	170428	193658	954089	1006773	769735	568763	28735	28771	26476	35174	33962	28176
Citrulline-13C-1	C6H13N3O3-13C-1	+	13C	ESI	10.9	12.9	10.0	0.2	177.1063	177.1065	1.0	S04434	No	12.21	12.17	12.25	0.07	11	19771	15583	2207	15597	3032	6483	17020	15335	22617	15985	0	0	0	0	0	1717
Citrulline-13C-2	C6H13N3O3-13C-2	+	13C	ESI	10.9	12.9	10.0	0.2	178.1097	178.1082	-8.3	S04427	No	12.19	12.16	12.19	0.04	2	0	1905	0	0	0	0	0	0	0	0	0	0	1441	0	0	0
Citrulline-13C-3	C6H13N3O3-13C-3	+	13C	ESI	10.9	12.9	10.0	0.2	179.1130	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrulline-13C-4	C6H13N3O3-13C-4	+	13C	ESI	10.9	12.9	10.0	0.2	180.1164	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citrulline-13C-5	C6H13N3O3-13C-5	+	13C	ESI	10.9	12.9	10.0	0.2	181.1197	181.1215	9.7	S04435	No	12.19	12.16	12.23	0.08	5	0	0	0	0	0	1361	0	2284	0	5175	0	0	2507	1387	0	0
Citrulline-13C-6	C6H13N3O3-13C-6	+	13C	ESI	10.9	12.9	10.0	0.2	182.1231	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-0	C6H13O10P-13C-0	-	13C	ESI	14.0	17.0	10.0	0.2	275.0174	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-1	C6H13O10P-13C-1	-	13C	ESI	14.0	17.0	10.0	0.2	276.0207	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-2	C6H13O10P-13C-2	-	13C	ESI	14.0	17.0	10.0	0.2	277.0241	277.0235	-2.0	SQ319_B_0	Yes	14.97	14.91	15.16	0.25	13	6574	6150	6660	6372	0	5218	0	5263	7201	0	11641	4298	6692	5873	7800	5323
6-Phosphogluconic acid-13C-3	C6H13O10P-13C-3	-	13C	ESI	14.0	17.0	10.0	0.2	278.0274	278.0297	8.2	S04430	No	14.83	14.83	14.83	0.00	1	0	0	0	0	1649	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-4	C6H13O10P-13C-4	-	13C	ESI	14.0	17.0	10.0	0.2	279.0308	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-5	C6H13O10P-13C-5	-	13C	ESI	14.0	17.0	10.0	0.2	280.0341	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6-Phosphogluconic acid-13C-6	C6H13O10P-13C-6	-	13C	ESI	14.0	17.0	10.0	0.2	281.0375	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-0	C6H14O12P2-13C-0	-	13C	ESI	14.1	16.1	10.0	0.2	338.9888	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-1	C6H14O12P2-13C-1	-	13C	ESI	14.1	16.1	10.0	0.2	339.9921	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-2	C6H14O12P2-13C-2	-	13C	ESI	14.1	16.1	10.0	0.2	340.9955	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-3	C6H14O12P2-13C-3	-	13C	ESI	14.1	16.1	10.0	0.2	341.9988	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-4	C6H14O12P2-13C-4	-	13C	ESI	14.1	16.1	10.0	0.2	343.0022	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-5	C6H14O12P2-13C-5	-	13C	ESI	14.1	16.1	10.0	0.2	344.0055	344.0078	6.5	S04433	Yes	14.34	14.34	14.39	0.06	2	0	0	0	0	0	0	2035	2740	0	0	0	0	0	0	0	0
"Fructose 1,6-bisphosphate"-13C-6	C6H14O12P2-13C-6	-	13C	ESI	14.1	16.1	10.0	0.2	345.0089	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinic acid-13C-0	C6H5NO2-13C-0	-	13C	ESI	5.5	7.5	10.0	0.2	122.0248	122.0235	-10.3	S04429	No	5.59	5.56	5.59	0.03	3	0	0	0	15454	15254	0	0	0	0	0	0	0	0	0	14733	0
Nicotinic acid-13C-1	C6H5NO2-13C-1	-	13C	ESI	5.5	7.5	10.0	0.2	123.0281	123.0293	9.7	SQ319_B_1	No	5.51	5.50	5.70	0.20	11	51455	24192	0	0	20016	0	18023	17519	47411	0	26621	81642	0	13847	30914	51199
Nicotinic acid-13C-2	C6H5NO2-13C-2	-	13C	ESI	5.5	7.5	10.0	0.2	124.0315	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinic acid-13C-3	C6H5NO2-13C-3	-	13C	ESI	5.5	7.5	10.0	0.2	125.0348	125.0344	-3.3	S04430	Yes	5.56	5.50	5.73	0.23	16	386968	411465	455356	381087	503847	403826	433358	381335	438672	451686	421690	467911	432463	346119	349170	379768
Nicotinic acid-13C-4	C6H5NO2-13C-4	-	13C	ESI	5.5	7.5	10.0	0.2	126.0382	126.0379	-2.2	SQ319_B_5	No	5.60	5.59	5.70	0.11	3	0	0	0	17604	0	0	0	0	0	0	18253	0	0	0	0	18695
Nicotinic acid-13C-5	C6H5NO2-13C-5	-	13C	ESI	5.5	7.5	10.0	0.2	127.0415	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nicotinic acid-13C-6	C6H5NO2-13C-6	-	13C	ESI	5.5	7.5	10.0	0.2	128.0449	128.0454	4.1	S04435	No	5.73	5.50	5.73	0.23	11	0	15440	15403	19283	0	16560	17541	14968	0	69475	18095	14634	18874	0	0	13322
Niacinamide-13C-0	C6H6N2O-13C-0	+	13C	ESI	3.3	5.3	10.0	0.2	123.0553	123.0550	-2.4	S04432	Yes	4.61	4.42	4.80	0.38	16	4694396	4933978	4114784	3714892	3903342	3664951	8009998	6969803	6648222	7505179	16248	26577	63693	15662	58554	58897
Niacinamide-13C-1	C6H6N2O-13C-1	+	13C	ESI	3.3	5.3	10.0	0.2	124.0586	124.0584	-2.0	S04432	No	4.61	4.58	4.66	0.08	10	177402	197703	124784	135844	135856	129513	388242	336388	346168	380755	0	0	0	0	0	0
Niacinamide-13C-2	C6H6N2O-13C-2	+	13C	ESI	3.3	5.3	10.0	0.2	125.0620	125.0610	-8.0	S04426	No	4.66	4.61	4.66	0.05	3	3028	0	0	0	0	0	0	2378	0	2208	0	0	0	0	0	0
Niacinamide-13C-3	C6H6N2O-13C-3	+	13C	ESI	3.3	5.3	10.0	0.2	126.0654	126.0661	5.9	SQ319_B_4	No	4.66	4.42	4.80	0.38	16	49606	52597	38215	81592	39634	39878	42727	51739	37640	39379	60354	63628	37981	87635	128895	44146
Niacinamide-13C-4	C6H6N2O-13C-4	+	13C	ESI	3.3	5.3	10.0	0.2	127.0687	127.0693	4.7	SQ319_B_0	No	4.80	4.58	4.80	0.21	6	2546	0	0	2629	0	1916	0	0	0	2249	3305	0	0	0	1772	0
Niacinamide-13C-5	C6H6N2O-13C-5	+	13C	ESI	3.3	5.3	10.0	0.2	128.0721	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Niacinamide-13C-6	C6H6N2O-13C-6	+	13C	ESI	3.3	5.3	10.0	0.2	129.0754	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-0	C6H6O-13C-0	-	13C	ESI	2.1	4.1	10.0	0.2	93.0346	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-1	C6H6O-13C-1	-	13C	ESI	2.1	4.1	10.0	0.2	94.0379	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-2	C6H6O-13C-2	-	13C	ESI	2.1	4.1	10.0	0.2	95.0413	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-3	C6H6O-13C-3	-	13C	ESI	2.1	4.1	10.0	0.2	96.0447	96.0442	-4.7	SQ319_B_1	No	2.43	2.37	2.86	0.49	13	40396	87632	0	83762	21864	82154	25096	78336	0	31067	91503	92869	0	34214	86326	81050
Phenol-13C-4	C6H6O-13C-4	-	13C	ESI	2.1	4.1	10.0	0.2	97.0480	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-5	C6H6O-13C-5	-	13C	ESI	2.1	4.1	10.0	0.2	98.0514	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenol-13C-6	C6H6O-13C-6	-	13C	ESI	2.1	4.1	10.0	0.2	99.0547	99.0550	2.9	S04426	Yes	2.62	2.37	2.86	0.49	15	121395	0	86639	35604	67390	28576	75473	26137	92020	90303	31105	35621	96424	103457	21920	14328
cis-Aconitic acid-13C-0	C6H6O6-13C-0	-	13C	ESI	14.1	16.1	10.0	0.2	173.0092	173.0081	-6.1	S04433	No	15.17	15.12	15.26	0.14	16	5066	17963	27855	20406	29756	11350	27410	31198	28301	24809	6167	11877	3979	5318	12178	12453
cis-Aconitic acid-13C-1	C6H6O6-13C-1	-	13C	ESI	14.1	16.1	10.0	0.2	174.0125	174.0108	-9.9	S04430	No	15.16	15.16	15.16	0.00	1	0	0	0	0	3311	0	0	0	0	0	0	0	0	0	0	0
cis-Aconitic acid-13C-2	C6H6O6-13C-2	-	13C	ESI	14.1	16.1	10.0	0.2	175.0159	175.0146	-7.3	S04433	Yes	15.17	15.12	15.26	0.14	12	38953	24553	29379	7084	26778	25125	38050	44726	7318	13047	0	0	13104	0	3847	0
cis-Aconitic acid-13C-3	C6H6O6-13C-3	-	13C	ESI	14.1	16.1	10.0	0.2	176.0192	176.0181	-6.4	S04426	No	15.15	15.15	15.18	0.04	4	6352	0	0	0	4308	0	0	3185	4119	0	0	0	0	0	0	0
cis-Aconitic acid-13C-4	C6H6O6-13C-4	-	13C	ESI	14.1	16.1	10.0	0.2	177.0226	177.0215	-6.1	S04432	No	15.16	15.15	15.26	0.11	8	4276	0	3854	0	6979	10981	18091	6460	0	9237	0	0	4733	0	0	0
cis-Aconitic acid-13C-5	C6H6O6-13C-5	-	13C	ESI	14.1	16.1	10.0	0.2	178.0259	178.0250	-5.3	S04426	No	15.15	15.15	15.26	0.11	7	13233	3037	3000	0	4060	4522	5221	6813	0	0	0	0	0	0	0	0
cis-Aconitic acid-13C-6	C6H6O6-13C-6	-	13C	ESI	14.1	16.1	10.0	0.2	179.0293	179.0277	-8.9	S04433	No	15.17	15.17	15.17	0.00	1	0	0	0	0	0	0	0	14741	0	0	0	0	0	0	0	0
Oxoadipic acid-13C-0	C6H8O5-13C-0	-	13C	ESI	7.5	9.5	10.0	0.2	159.0299	159.0305	3.8	S04430	No	8.65	8.49	8.91	0.42	16	71944	31783	33377	58717	104117	43430	42201	31164	70308	51131	42329	69398	55102	18088	45375	52387
Oxoadipic acid-13C-1	C6H8O5-13C-1	-	13C	ESI	7.5	9.5	10.0	0.2	160.0333	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxoadipic acid-13C-2	C6H8O5-13C-2	-	13C	ESI	7.5	9.5	10.0	0.2	161.0366	161.0351	-9.4	S04435	No	8.65	8.65	8.65	0.00	1	0	0	0	0	0	0	0	0	0	9417	0	0	0	0	0	0
Oxoadipic acid-13C-3	C6H8O5-13C-3	-	13C	ESI	7.5	9.5	10.0	0.2	162.0400	162.0413	8.3	S04434	No	8.53	8.49	8.91	0.42	15	0	12271	10757	30596	17842	14648	32942	8857	46624	34034	34211	19051	45819	34438	37479	28959
Oxoadipic acid-13C-4	C6H8O5-13C-4	-	13C	ESI	7.5	9.5	10.0	0.2	163.0433	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxoadipic acid-13C-5	C6H8O5-13C-5	-	13C	ESI	7.5	9.5	10.0	0.2	164.0467	164.0456	-6.5	SQ319_B_1	Yes	8.74	8.49	8.91	0.42	16	121214	119470	111343	109757	168920	131799	108040	124747	149227	98952	122866	224346	170928	109167	130218	107399
Oxoadipic acid-13C-6	C6H8O5-13C-6	-	13C	ESI	7.5	9.5	10.0	0.2	165.0500	165.0488	-7.4	S04426	No	8.57	8.57	8.65	0.08	2	11182	0	0	0	0	0	0	0	0	8140	0	0	0	0	0	0
Citric acid-13C-0	C6H8O7-13C-0	-	13C	ESI	14.2	16.2	10.0	0.2	191.0197	191.0182	-8.0	SQ319_B_0	Yes	15.66	15.57	15.87	0.30	16	47193	36856	67606	34537	57934	31800	56874	54308	55206	61102	68941	53754	54997	37721	35875	23608
Citric acid-13C-1	C6H8O7-13C-1	-	13C	ESI	14.2	16.2	10.0	0.2	192.0231	192.0224	-3.5	S04434	No	15.64	15.57	15.87	0.30	5	0	0	0	2171	0	0	2614	2327	3959	0	0	0	0	0	2229	0
Citric acid-13C-2	C6H8O7-13C-2	-	13C	ESI	14.2	16.2	10.0	0.2	193.0264	193.0246	-9.5	S04433	No	15.61	15.57	15.82	0.25	11	3437	2894	14281	2600	4984	7448	14288	28176	9081	16187	0	0	0	0	0	2318
Citric acid-13C-3	C6H8O7-13C-3	-	13C	ESI	14.2	16.2	10.0	0.2	194.0298	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Citric acid-13C-4	C6H8O7-13C-4	-	13C	ESI	14.2	16.2	10.0	0.2	195.0331	195.0316	-7.9	S04433	No	15.61	15.57	15.65	0.08	6	2000	0	0	2679	2429	0	2855	17753	0	2356	0	0	0	0	0	0
Citric acid-13C-5	C6H8O7-13C-5	-	13C	ESI	14.2	16.2	10.0	0.2	196.0365	196.0359	-3.1	S04433	No	15.61	15.57	15.67	0.10	3	0	0	2228	0	0	0	2208	3812	0	0	0	0	0	0	0	0
Citric acid-13C-6	C6H8O7-13C-6	-	13C	ESI	14.2	16.2	10.0	0.2	197.0399	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Histidine-13C-0	C6H9N3O2-13C-0	+	13C	ESI	9.9	11.9	10.0	0.2	156.0768	156.0762	-3.5	S04435	Yes	10.94	10.88	10.96	0.09	16	17911964	15464060	12585364	12054296	12654645	10961265	24862002	18483388	19524272	27154710	192408	79299	205566	64192	271593	68976
L-Histidine-13C-1	C6H9N3O2-13C-1	+	13C	ESI	9.9	11.9	10.0	0.2	157.0801	157.0796	-3.2	S04435	No	10.94	10.88	10.96	0.09	16	778010	794124	535578	621873	559585	424063	1187970	950142	950328	1354321	3671	1989	2231	2139	4842	1897
L-Histidine-13C-2	C6H9N3O2-13C-2	+	13C	ESI	9.9	11.9	10.0	0.2	158.0835	158.0824	-6.7	S04435	No	10.94	10.89	10.96	0.07	4	0	0	7786	0	0	0	11121	0	11852	12805	0	0	0	0	0	0
L-Histidine-13C-3	C6H9N3O2-13C-3	+	13C	ESI	9.9	11.9	10.0	0.2	159.0868	159.0860	-5.1	SQ319_B_0	No	10.90	10.90	10.90	0.00	1	0	0	0	0	0	0	0	0	0	0	2258	0	0	0	0	0
L-Histidine-13C-4	C6H9N3O2-13C-4	+	13C	ESI	9.9	11.9	10.0	0.2	160.0902	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L-Histidine-13C-5	C6H9N3O2-13C-5	+	13C	ESI	9.9	11.9	10.0	0.2	161.0935	161.0920	-9.5	SQ319_B_2	No	10.90	10.90	10.95	0.05	4	0	0	0	0	0	0	0	0	0	0	0	2232	5902	2875	1773	0
L-Histidine-13C-6	C6H9N3O2-13C-6	+	13C	ESI	9.9	11.9	10.0	0.2	162.0969	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-0	C7H11NO5-13C-0	+	13C	ESI	10.3	12.3	10.0	0.2	190.0710	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-1	C7H11NO5-13C-1	+	13C	ESI	10.3	12.3	10.0	0.2	191.0744	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-2	C7H11NO5-13C-2	+	13C	ESI	10.3	12.3	10.0	0.2	192.0777	192.0768	-4.7	S04432	No	11.38	11.38	11.47	0.08	3	0	54543	46420	0	0	0	60991	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-3	C7H11NO5-13C-3	+	13C	ESI	10.3	12.3	10.0	0.2	193.0811	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-4	C7H11NO5-13C-4	+	13C	ESI	10.3	12.3	10.0	0.2	194.0844	194.0840	-2.2	S04431	Yes	11.29	11.05	11.45	0.40	13	62175	0	0	37967	37419	63440	0	59145	43488	38911	18755	20242	17236	18140	21498	15081
N-Acetylglutamic acid-13C-5	C7H11NO5-13C-5	+	13C	ESI	10.3	12.3	10.0	0.2	195.0878	195.0864	-7.0	S04430	No	11.12	11.05	11.45	0.40	9	0	0	0	0	36277	0	0	0	27465	13731	7613	2414	1840	3270	3911	2939
N-Acetylglutamic acid-13C-6	C7H11NO5-13C-6	+	13C	ESI	10.3	12.3	10.0	0.2	196.0911	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamic acid-13C-7	C7H11NO5-13C-7	+	13C	ESI	10.3	12.3	10.0	0.2	197.0945	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamine-13C-0	C7H12N2O4-13C-0	-	13C	ESI	6.8	8.8	10.0	0.2	187.0724	187.0731	3.6	SQ319_B_1	No	6.99	6.84	7.21	0.37	16	74301	85206	91379	91169	82579	72598	95820	120118	70999	108512	104353	133844	72832	70655	79068	99957
N-Acetylglutamine-13C-1	C7H12N2O4-13C-1	-	13C	ESI	6.8	8.8	10.0	0.2	188.0758	188.0755	-1.5	S04428	No	7.09	7.09	7.09	0.00	1	0	0	11327	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamine-13C-2	C7H12N2O4-13C-2	-	13C	ESI	6.8	8.8	10.0	0.2	189.0791	189.0773	-9.7	SQ319_B_1	Yes	6.99	6.84	7.21	0.37	16	535136	438663	503342	394424	465787	528162	461275	449056	539177	502797	603716	620512	459197	553954	400070	457388
N-Acetylglutamine-13C-3	C7H12N2O4-13C-3	-	13C	ESI	6.8	8.8	10.0	0.2	190.0825	190.0810	-7.9	S04432	No	7.17	6.84	7.17	0.32	6	19985	0	0	0	0	0	20639	0	16373	0	18774	0	0	0	16361	13234
N-Acetylglutamine-13C-4	C7H12N2O4-13C-4	-	13C	ESI	6.8	8.8	10.0	0.2	191.0858	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamine-13C-5	C7H12N2O4-13C-5	-	13C	ESI	6.8	8.8	10.0	0.2	192.0892	192.0876	-8.4	S04433	No	7.02	6.84	7.21	0.37	16	60342	74759	67357	17767	52509	21610	61009	78204	61774	53681	72771	59859	65347	20497	66459	16566
N-Acetylglutamine-13C-6	C7H12N2O4-13C-6	-	13C	ESI	6.8	8.8	10.0	0.2	193.0926	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetylglutamine-13C-7	C7H12N2O4-13C-7	-	13C	ESI	6.8	8.8	10.0	0.2	194.0959	0.0000	0.0		No	0.00	0.00	0.00	0.00	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
N-Acetyl-L-methionine-13C-0	C7H13NO3S-13C-0	+	13C	ESI	3.0	5.0	10.0	0.2	192.0689	192.0676	-6.7	S04429	No	3.94	3.94	4.19	0.25	3	2064	0	0	3494	0	0	0	1869	0	0	0	0	0	0	0	0
